Code,Content,Time
42151-0006,"Auftragseingang im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-4-Steller Hierarchie)",Januar 1991 - September 2023
42151-0007,"Auftragseingang ohne Großaufträge im Verarbeitenden
Gewerbe (Wertindex): Deutschland, Monate, Original- und
bereinigte Daten, Absatzrichtung, Wirtschaftszweige",Januar 2003 - September 2023
42151-0008,"Auftragseingang ohne Großaufträge im Verarbeitenden
Gewerbe (Volumenindex): Deutschland, Monate, Original- und
bereinigte Daten, Absatzrichtung, Wirtschaftszweige",Januar 2003 - September 2023
42152-0001,"Umsatz im Verarbeitenden Gewerbe (Wertindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (Hauptgr. und Aggregate)",Januar 1991 - September 2023
42152-0002,"Umsatz im Verarbeitenden Gewerbe (Wertindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-/3-/4-Steller)",Januar 1991 - September 2023
42152-0003,"Umsatz im Verarbeitenden Gewerbe (Wertindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-4-Steller Hierarchie)",Januar 1991 - September 2023
42152-0004,"Umsatz im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (Hauptgr. und Aggregate)",Januar 1991 - September 2023
42152-0005,"Umsatz im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-/3-/4-Steller)",Januar 1991 - September 2023
42152-0006,"Umsatz im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-4-Steller Hierarchie)",Januar 1991 - September 2023
42153-0001,"Produktionsindex für das Verarbeitende Gewerbe:
Deutschland, Monate, Original- und bereinigte Daten,
Wirtschaftszweige (Hauptgruppen und Aggregate)",Januar 1991 - September 2023
42153-0002,"Produktionsindex für das Verarbeitende Gewerbe:
Deutschland, Monate, Original- und bereinigte Daten,
Wirtschaftszweige (2-/3-/4-Steller)",Januar 1991 - September 2023
42153-0003,"Produktionsindex für das Verarbeitende Gewerbe:
Deutschland, Monate, Original- und bereinigte Daten,
Wirtschaftszweige (2-4-Steller Hierarchie)",Januar 1991 - September 2023
42154-0001,"Index der Arbeitsproduktivität im Verarbeitenden Gewerbe: Deutschland, Jahre (bis 2019), Produktionsergebnis, Wirtschaftszweige (Hauptgruppen und Aggregate)",2005 - 2019
42154-0002,"Index der Arbeitsproduktivität im Verarbeitenden Gewerbe:
Deutschland, Jahre (bis 2019), Produktionsergebnis,
Wirtschaftszweige (2-Steller)",2005 - 2019
42155-0001,"Auftragsbestand im Verarbeitenden Gewerbe (Wertindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (Hauptgr. und Aggregate)",Januar 2015 - August 2023
42155-0002,"Auftragsbestand im Verarbeitenden Gewerbe (Wertindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-/3-/4-Steller)",Januar 2015 - August 2023
42155-0003,"Auftragsbestand im Verarbeitenden Gewerbe (Wertindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-4-Steller Hierarchie)",Januar 2019 - August 2023
42155-0004,"Auftragsbestand im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (Hauptgr. und Aggregate)",Januar 2015 - August 2023
42155-0005,"Auftragsbestand im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-/3-/4-Steller)",Januar 2015 - August 2023
42155-0006,"Auftragsbestand im Verarbeitenden Gewerbe (Volumenindex):
Deutschland, Monate, Original- und bereinigte Daten,
Absatzrichtung, Wirtschaftszweige (2-4-Steller Hierarchie)",Januar 2019 - August 2023
42191-0001,"Lkw-Maut-Fahrleistungsindex: Deutschland, Monate, Original- und bereinigte Daten",Januar 2005 - September 2023
42191-0002,"Lkw-Maut-Grenzfahrtenindex: Deutschland, Monate, Original-
und bereinigte Daten, Nachbarstaaten",Juli 2018 - September 2023
42191-0010,"Lkw-Maut-Fahrleistungsindex: Bundesländer, Monate, Original- und bereinigte Daten",Januar 2008 - September 2023
42231-0001,"Unternehmen, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (2-/3-/4-Steller)",2008 - 2021
42231-0002,"Unternehmen, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (WZ1993 2-4-Steller Hierarchie)",1995 - 2002
42231-0003,"Unternehmen, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (WZ2003 2-4-Steller Hierarchie)",2003 - 2008
42231-0004,"Unternehmen, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (WZ2008 2-4-Steller Hierarchie)",2008 - 2021
42231-0011,"Betriebe, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (2-/3-/4-Steller)",2008 - 2021
42231-0012,"Betriebe, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (WZ1993 2-4-Steller Hierarchie)",1995 - 2002
42231-0013,"Betriebe, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (WZ2003 2-4-Steller Hierarchie)",2003 - 2008
42231-0014,"Betriebe, Beschäftigte, Umsatz und Investitionen im
Verarbeitenden Gewerbe und Bergbau: Deutschland, Jahre,
Wirtschaftszweige (WZ2008 2-4-Steller Hierarchie)",2008 - 2021
42241-0001,"Material- und Wareneingang im Verarbeitenden Gewerbe:
Deutschland, Jahre, Material- und Warenarten,
Wirtschaftszweige (2-/3-/4-Steller)",2010 - 2014
42241-0002,"Material- und Wareneingang im Verarbeitenden Gewerbe:
Deutschland, Jahre, Material- und Warenarten,
Wirtschaftszweige (2-4-Steller Hierarchie)",2010 - 2014
42241-0003,"Material- und Wareneingang im Verarbeitenden Gewerbe:
Deutschland, Jahre, Güterabteilungen (2-Steller),
Wirtschaftszweige (2-Steller)",2010 - 2014
42241-0004,"Anteil des Material- und Wareneingangs am Umsatz im
Verarbeitenden Gewerbe: Deutschland, Jahre,
Wirtschaftszweige (2-/3-/4-Steller)",2010 - 2014
42241-0005,"Anteil des Material- und Wareneingangs am Umsatz im
Verarbeitenden Gewerbe: Deutschland, Jahre,
Wirtschaftszweige (2-4-Steller Hierarchie)",2010 - 2014
42251-0001,"Beschäftigte, Umsatz, Produktionswert und Wertschöpfung
der Unternehmen im Verarbeitenden Gewerbe: Deutschland,
Jahre, Wirtschaftszweige (2-/3-/4-Steller)",2008 - 2020
42251-0002,"Beschäftigte, Umsatz, Produktionswert und Wertschöpfung
der Unternehmen im Verarbeitenden Gewerbe: Deutschland,
Jahre, Wirtschaftszweige (WZ2003 2-4-Steller Hierarchie)",1995 - 2007
42251-0003,"Beschäftigte, Umsatz, Produktionswert und Wertschöpfung
der Unternehmen im Verarbeitenden Gewerbe: Deutschland,
Jahre, Wirtschaftszweige (WZ2008 2-4-Steller Hierarchie)",2008 - 2020
42251-0004,"Kostenstruktur der Unternehmen im Verarbeitenden Gewerbe:
Deutschland, Jahre, Wirtschaftszweige (2-/3-/4-Steller)",2008 - 2020
42251-0005,"Kostenstruktur der Unternehmen im Verarbeitenden Gewerbe:
Deutschland, Jahre, Wirtschaftszweige (WZ2003 2-4-Steller
Hierarchie)",1995 - 2007
42251-0006,"Kostenstruktur der Unternehmen im Verarbeitenden Gewerbe:
Deutschland, Jahre, Wirtschaftszweige (WZ2008 2-4-Steller
Hierarchie)",2008 - 2020
42252-0001,"Kleine Unternehmen im Verarbeitenden Gewerbe und Bergbau,
Beschäftigte, Umsatz, Bruttowertschöpfung, Bruttoeinkommen:
Deutschland, Jahre, Wirtschaftsabschnitte",2010 - 2020
42271-0001,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Deutschland, Jahre, Wirtschaftszweige
(WZ2008 Hauptgruppen und Aggregate)",2008 - 2022
42271-0002,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Deutschland, Jahre, Wirtschaftszweige
(WZ2008 2-/3-/4-Steller)",2008 - 2022
42271-0003,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Deutschland, Jahre, Wirtschaftszweige
(WZ2008 2-4-Steller Hierarchie)",2008 - 2022
42271-0004,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Deutschland, Jahre, Beschäftigtengrößenklassen,
Wirtschaftszweige (WZ2008 Hauptgruppen und Aggregate)",2008 - 2022
42271-0005,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Deutschland, Jahre, Beschäftigtengrößenklassen,
Wirtschaftszweige (WZ2008 2-/3-/4-Steller)",2008 - 2022
42271-0006,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Deutschland, Jahre, Beschäftigtengrößenklassen,
Wirtschaftszweige (WZ2008 2-4-Steller Hierarchie)",2008 - 2022
42271-0007,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Fr. Bundesgebiet/Neue Länder, Jahre (bis 2020),
Wirtschaftszweige (WZ2008 Hauptgruppen und Aggregate)",2008 - 2020
42271-0008,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Fr. Bundesgebiet/Neue Länder, Jahre (bis 2020),
Wirtschaftszweige (WZ2008 2-/3-/4-Steller)",2008 - 2020
42271-0009,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Fr. Bundesgebiet/Neue Länder, Jahre (bis 2020),
Wirtschaftszweige (WZ2008 2-4-Steller Hierarchie)",2008 - 2020
42271-0010,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Bundesländer, Jahre, Wirtschaftszweige
(WZ2008 Hauptgruppen und Aggregate)",2009 - 2022
42271-0011,"Beschäftigte und Umsatz der Betriebe im Verarbeitenden
Gewerbe: Bundesländer, Jahre, Wirtschaftszweige
(WZ2008 2-Steller)",2009 - 2022
42311-0001,"Erzeugung von Roheisen, Rohstahl, Walzstahl, Stahlrohren:
Deutschland, Jahre (bis 2009)",1950 - 2009
42311-0002,"Erzeugung von Roheisen, Rohstahl, Walzstahl, Stahlrohren:
Deutschland, Monate (bis 2009)",Januar 1950 - Dezember 2009
42311-0003,"Beschäftigte in der Eisen- und Stahlindustrie: Deutschland,
Jahre (bis 2009)",1950 - 2009
42311-0004,"Beschäftigte in der Eisen- und Stahlindustrie: Deutschland,
Monate (bis 2009)",Januar 1950 - Dezember 2009
42321-0001,"Inlandsabsatz von Düngemitteln: Deutschland, Wirtschaftsjahr, Düngemittelsorten",2010/11 - 2022/23
42321-0002,"Inlandsabsatz von Kalk-Dünger für die Forstwirtschaft: Deutschland, Wirtschaftsjahr",2010/11 - 2022/23
42321-0003,"Inlandsabsatz von Düngemitteln: Deutschland, Quartale, Düngemittelsorten",3. Quartal 2010 - 2. Quartal 2023
42321-0004,"Inlandsabsatz von Kalk-Dünger für die Forstwirtschaft: Deutschland, Quartale",3. Quartal 2010 - 2. Quartal 2023
42321-0010,"Inlandsabsatz von Düngemitteln: Bundesländer, Wirtschaftsjahr, Düngemittelsorten",2016/17 - 2022/23
42321-0011,"Inlandsabsatz von Kalk-Dünger für die Forstwirtschaft: Bundesländer, Wirtschaftsjahr",2016/17 - 2022/23
42321-0012,"Inlandsabsatz von Düngemitteln: Bundesländer, Quartale, Düngemittelsorten",3. Quartal 2016 - 2. Quartal 2023
42321-0013,"Inlandsabsatz von Kalk-Dünger für die Forstwirtschaft: Bundesländer, Quartale",3. Quartal 2016 - 2. Quartal 2023
42341-0001,"Rohholz, Holzhalbwaren: Deutschland, Jahre, Rohholzart,
Holzerzeugnisse, Bestandsveränderungen",2015 - 2022
42341-0010,"Rohholz, Holzhalbwaren: Bundesländer, Jahre, Rohholzart,
Holzerzeugnisse, Bestandsveränderungen",2015 - 2022
43111-0001,"Betriebe, Tätige Personen, Geleistete Arbeitsstunden,
Entgelte (Energie- und Wasserversorgung):
Deutschland, Jahre, Wirtschaftszweige",1978 - 2022
43111-0002,"Betriebe, Tätige Personen, Geleistete Arbeitsstunden,
Entgelte (Energie- und Wasserversorgung): Deutschland,
Monate, Wirtschaftszweige, Original- und bereinigte Daten",Januar 1980 - August 2023
43211-0001,"Investitionen der Unternehmen in der Energie- und
Wasserversorgung: Deutschland, Jahre, Wirtschaftszweige",1975 - 2021
43213-0001,"Investitionen in die Gasversorgung von Unternehmen der
Erdgas- bzw. Erdölgas-Gewinnung und die Erdgas- bzw. Erdöl-
gasleitungen erstellen oder betreiben: Deutschland, Jahre",2006 - 2021
43221-0001,"Beschäftigte, Umsatz, Produktionswert und Wertschöpfung
der Unternehmen in der Energie- und Wasserversorgung:
Deutschland, Jahre, Wirtschaftszweige",1975 - 2020
43311-0001,"Elektrizitätserzeugung, Nettowärmeerzeugung,
Brennstoffeinsatz: Deutschland, Jahre, Energieträger",2002 - 2022
43311-0002,"Elektrizitätserzeugung, Nettowärmeerzeugung,
Brennstoffeinsatz: Deutschland, Monate, Energieträger",Januar 2002 - August 2023
43312-0001,"Stromeinspeisende Anlagen, Nettonennleistung,
Stromeinspeisung: Deutschland, Monate, Energieträger",Januar 2018 - August 2023
43312-0002,"Ein- und Ausfuhr von Elektrizität: Deutschland, Monate,
Länder",Januar 1990 - August 2023
43321-0001,"Gewinnung, Netzeinspeisung, Eigenverbrauch, Speicherstand
von Gas: Deutschland, Monate",Januar 2018 - August 2023
43331-0001,"Stromabsatz und Erlöse der
Elektrizitätsversorgungsunternehmen: Deutschland, Jahre,
Abnehmergruppen",1972 - 2021
43341-0001,"Gasabsatz, Erlöse: Deutschland, Jahre, Abnehmergruppen",1991 - 2021
43351-0001,"Betriebe, Anlagen zur Elektrizitäts- und Wärmeerzeugung,
Nettonennleistung: Deutschland, Jahre, Wirtschaftszweige,
Anlagenart",2018 - 2021
43351-0002,"Betriebe, Nettonennleistung: Deutschland, Jahre,
Wirtschaftszweige, Hauptenergieträger",2018 - 2021
43351-0003,"Elektrizitätserzeugung, Nettowärmeerzeugung,
Kraft-Wärme-Kopplung: Deutschland, Jahre, Wirtschaftszweige,
Anlagenart",2018 - 2021
43351-0004,"Elektrizitätserzeugung, Nettowärmeerzeugung,
Kraft-Wärme-Kopplung: Deutschland, Jahre, Wirtschaftszweige,
Energieträger",2018 - 2021
43351-0005,"Brennstoffeinsatz: Deutschland, Jahre, Wirtschaftszweige, Energieträger",2018 - 2021
43381-0001,"Gewinnung, Verwendung und Abgabe von Klärgas: Deutschland,
Jahre",1998 - 2022
43391-0001,"Abgabe von Flüssiggas: Deutschland, Jahre, Abnehmer",1995 - 2022
43411-0001,"Nettowärmeerzeugung, Brennstoffeinsatz, -bezug, -bestand der Heizwerke: Deutschland, Jahre, Energieträger",2002 - 2021
43421-0001,"Thermische Leistung der Geothermieanlagen,
Nettowärmeerzeugung, Wärmeabgabe: Deutschland, Jahre",2003 - 2022
43511-0001,"Einfuhr von Steinkohle: Deutschland, Monate",Januar 2004 - August 2023
43511-0002,"Einfuhr von Steinkohle: Deutschland, Monate, Ursprungsland",Januar 2004 - August 2023
43521-0001,"Erzeugung, Abgabe und Ausfuhr von Biotreibstoffen:
Deutschland, Jahre, Biotreibstoffe",2003 - 2022
43531-0001,"Energieverbrauch der Betriebe im Verarbeitenden Gewerbe:
Deutschland, Jahre, Nutzung des Energieverbrauchs,
Wirtschaftszweige, Energieträger",2008 - 2021
43531-0002,"Stromerzeugung, Strombezug, Stromabgabe, Stromverbrauch:
Deutschland, Jahre, Wirtschaftszweige",2008 - 2021
44111-0001,"Tätige Personen, Entgelte, Umsatz im Bauhauptgewerbe
(alle Betriebe): Bundesländer, Monate (bis 2016)",Januar 1995 - August 2023
44111-0002,"Tätige Personen im Bauhauptgewerbe (alle Betriebe):
Bundesländer, Monate (bis 2016), Stellung im Betrieb",Januar 1995 - August 2023
44111-0003,"Geleistete Arbeitsstunden, Baugewerblicher Umsatz im
Bauhauptgewerbe (alle Betriebe): Bundesländer, Monate
(bis 2016), Bauarten",Januar 1995 - August 2023
44111-0004,"Betriebe, Tätige Personen, Entgelte, Geleistete
Arbeitsstunden, Umsatz im Bauhauptgewerbe (Betriebe mit 20u.
m. tätigen Personen): Deutschland, Monate, Wirtschaftszweige",Januar 2009 - August 2023
44111-0005,"Betriebe, Tätige Personen, Entgelte, Umsatz im
Bauhauptgewerbe (Betriebe mit 20 u.m. tätigen Personen):
Bundesländer, Monate",Januar 1995 - August 2023
44111-0006,"Tätige Personen im Bauhauptgewerbe (Betriebe mit 20 u.m.
tätigen Personen): Bundesländer, Monate, Stellung im Betrieb",Januar 1995 - August 2023
44111-0007,"Auftragseingang, Geleistete Arbeitsstunden,
Baugewerblicher Umsatz im Bauhauptgewerbe (Betriebe mit
20 u.m. tätigen Personen): Bundesländer, Monate, Bauarten",Januar 1995 - August 2023
44111-0008,"Auftragseingang (Wert- und Volumenindex) im Bauhauptgewerbe
(Betriebe mit 20 u.m. tätigen Personen): Deutschland,
Jahre, Bauarten",1991 - 2022
44111-0009,"Auftragseingang (Wert- und Volumenindex) im Bauhauptgewerbe
(Betriebe mit 20 u.m. tätigen Personen): Deutschland,
Monate, Bauarten, Original- und bereinigte Daten",Januar 1991 - August 2023
44111-0010,"Baugewerblicher Umsatz (Wert- und Volumenindex) im
Bauhauptgewerbe (Betriebe mit 20 u.m. tätigen Personen):
Deutschland, Jahre, Bauarten",1995 - 2022
44111-0011,"Baugewerblicher Umsatz (Wert- und Volumenindex) im
Bauhauptgewerbe (Betriebe mit 20 u.m. tätigen Personen):
Deutschland, Monate, Bauarten",Januar 1995 - August 2023
44131-0001,"Betriebe, Tätige Personen, Entgelte, Geleistete
Arbeitsstunden, Umsatz im Ausbaugewerbe (Betriebe mit 20u.m.
tätigen Personen): Deutschland, Quartale, Wirtschaftszweige",1. Quartal 2009 - 2. Quartal 2023
44141-0001,"Auftragsbestand (Wert-, Volumenindex) im Bauhauptgewerbe:
Deutschland, Jahre, Bauarten",1991 - 2022
44141-0002,"Auftragsbestand (Wert-, Volumenindex) im Bauhauptgewerbe:
Deutschland, Quartale, Bauarten",1. Quartal 1991 - 2. Quartal 2023
44151-0001,"Beschäftigte, Umsatz im Bauhauptgewerbe: Deutschland, Monate, Wirtschaftszweige",Januar 2010 - Juli 2023
44152-0001,"Beschäftigtenindex im Ausbaugewerbe: Deutschland, Quartale,
Wirtschaftszweige",1. Quartal 2008 - 2. Quartal 2023
44152-0002,"Umsatzindex im Ausbaugewerbe: Deutschland, Quartale,
Preisarten, Wirtschaftszweige",1. Quartal 2008 - 2. Quartal 2023
44211-0001,"Unternehmen, Beschäftigte, Personalkosten, Entgelte,
Jahresbauleistung und sonstige Umsätze im Baugewerbe:
Deutschland, Jahre, Wirtschaftszweige",2008 - 2021
44211-0002,"Unternehmen mit aktivierten Bruttozugängen an Sachanlagen
im Baugewerbe: Deutschland, Jahre, Wirtschaftszweige",2008 - 2021
44231-0001,"Betriebe, Tätige Personen, Geleistete Arbeitsstunden,
Entgelte, Baugewerblicher Umsatz: Deutschland, Stichmonat,
Wirtschaftszweige",06/2009 - 06/2022
44241-0001,"Betriebe, Tätige Personen, Geleistete Arbeitsstunden,
Entgelte, Baugewerblicher Umsatz: Deutschland, Stichquartal,
Wirtschaftszweige",II/2009 - II/2022
44252-0001,"Kleine Unternehmen im Baugewerbe, Tätige Personen, Umsatz,
Bruttowertschöpfung zu Faktorkosten, Bruttoinvestitionen
in Sachanlagen: Deutschland, Jahre, Wirtschaftszweige",2008 - 2020
44253-0001,"Brutto- und Nettoproduktionswert, Brutto- und
Nettowertschöpfung zu Faktorkosten im Baugewerbe:
Deutschland, Jahre, Wirtschaftszweige",2008 - 2020
45211-0001,"Beschäftigte im Großhandel: Deutschland, Jahre, Wirtschaftszweige",1994 - 2022
45211-0002,"Beschäftigte im Großhandel: Deutschland, Monate/Quartale/Halbjahre, Wirtschaftszweige",Januar 1994 - August 2023
45211-0003,"Umsatz im Großhandel: Deutschland, Jahre, Preisarten, Wirtschaftszweige",1994 - 2022
45211-0004,"Umsatz im Großhandel: Deutschland,
Monate/Quartale/Halbjahre, Preisarten, Wirtschaftszweige",Januar 1994 - August 2023
45211-0005,"Umsatz im Großhandel: Deutschland, Monate, Preisarten, Original- und bereinigte Daten, Wirtschaftszweige",Januar 1994 - August 2023
45211-0011,"Beschäftigte im Großhandel: Bundesländer, Jahre",2017 - 2022
45211-0012,"Beschäftigte im Großhandel: Bundesländer, Monate/Quartale/Halbjahre",Januar 2017 - Juli 2023
45211-0013,"Umsatz im Großhandel: Bundesländer, Jahre, Preisarten",2017 - 2022
45211-0014,"Umsatz im Großhandel: Bundesländer, Monate/Quartale/Halbjahre, Preisarten",Januar 2017 - Juli 2023
45212-0001,"Beschäftigte im Einzelhandel: Deutschland, Jahre, Wirtschaftszweige",1994 - 2022
45212-0002,"Beschäftigte im Einzelhandel: Deutschland, Monate/Quartale/Halbjahre, Wirtschaftszweige",Januar 1994 - September 2023
45212-0003,"Umsatz im Einzelhandel: Deutschland, Jahre, Preisarten, Wirtschaftszweige",1994 - 2022
45212-0004,"Umsatz im Einzelhandel: Deutschland, Monate/Quartale/Halbjahre, Preisarten, Wirtschaftszweige",Januar 1994 - September 2023
45212-0005,"Umsatz im Einzelhandel: Deutschland, Monate, Preisarten, Original- und bereinigte Daten, Wirtschaftszweige",Januar 1994 - September 2023
45212-0011,"Beschäftigte im Einzelhandel: Bundesländer, Jahre",2017 - 2022
45212-0012,"Beschäftigte im Einzelhandel: Bundesländer, Monate/Quartale/Halbjahre",Januar 2017 - Juli 2023
45212-0013,"Umsatz im Einzelhandel: Bundesländer, Jahre, Preisarten",2017 - 2022
45212-0014,"Umsatz im Einzelhandel: Bundesländer, Monate/Quartale/Halbjahre, Preisarten",Januar 2017 - Juli 2023
45213-0001,"Beschäftigte im Gastgewerbe: Deutschland, Jahre, Wirtschaftszweige",1994 - 2022
45213-0002,"Beschäftigte im Gastgewerbe: Deutschland, Monate/Quartale/Halbjahre, Wirtschaftszweige",Januar 1994 - August 2023
45213-0003,"Umsatz im Gastgewerbe: Deutschland, Jahre, Preisarten, Wirtschaftszweige",1994 - 2022
45213-0004,"Umsatz im Gastgewerbe: Deutschland, Monate/Quartale/Halbjahre, Preisarten, Wirtschaftszweige",Januar 1994 - August 2023
45213-0005,"Umsatz im Gastgewerbe: Deutschland, Monate, Preisarten,
Original- und bereinigte Daten, Wirtschaftszweige",Januar 1994 - August 2023
45213-0011,"Beschäftigte im Gastgewerbe: Bundesländer, Jahre",2017 - 2022
45213-0012,"Beschäftigte im Gastgewerbe: Bundesländer, Monate/Quartale/Halbjahre",Januar 2017 - Juli 2023
45213-0013,"Umsatz im Gastgewerbe: Bundesländer, Jahre, Preisarten",2017 - 2022
45213-0014,"Umsatz im Gastgewerbe: Bundesländer, Monate/Quartale/Halbjahre, Preisarten",Januar 2017 - Juli 2023
45214-0001,"Beschäftigte im Kfz-Handel: Deutschland, Jahre, Wirtschaftszweige",1994 - 2022
45214-0002,"Beschäftigte im Kfz-Handel: Deutschland, Monate/Quartale/Halbjahre, Wirtschaftszweige",Januar 1994 - Juli 2023
45214-0003,"Umsatz im Kfz-Handel: Deutschland, Jahre, Preisarten,
Wirtschaftszweige",1994 - 2022
45214-0004,"Umsatz im Kfz-Handel: Deutschland, Monate/Quartale/Halbjahre, Preisarten, Wirtschaftszweige",Januar 1994 - Juli 2023
45214-0005,"Umsatz im Kfz-Handel: Deutschland, Monate, Preisarten, Original- und bereinigte Daten, Wirtschaftszweige",Januar 1994 - Juli 2023
45214-0011,"Beschäftigte im Kfz-Handel: Bundesländer, Jahre",2017 - 2022
45214-0012,"Beschäftigte im Kfz-Handel: Bundesländer, Monate/Quartale/Halbjahre",Januar 2017 - Juli 2023
45214-0013,"Umsatz im Kfz-Handel: Bundesländer, Jahre, Preisarten",2017 - 2022
45214-0014,"Umsatz im Kfz-Handel: Bundesländer, Monate/Quartale/Halbjahre, Preisarten",Januar 2017 - Juli 2023
45341-0001,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftliche Kennzahlen im Handel: Deutschland,
Jahre, Wirtschaftszweige",2005 - 2020
45341-0002,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftliche Kennzahlen im Handel: Deutschland,
Jahre, Wirtschaftszweige, Beschäftigtengrößenklassen",2005 - 2020
45341-0003,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftliche Kennzahlen im Handel: Deutschland,
Jahre, Wirtschaftszweige, Umsatzgrößenklassen",2005 - 2020
45341-0004,"Beschäftigte im Handel: Deutschland, Jahre, Stellung im
Beruf, Geschlecht, Wirtschaftszweige",2005 - 2020
45341-0005,"Umsatz im Handel: Deutschland, Jahre, Umsatzarten,
Wirtschaftszweige",2005 - 2020
45341-0006,"Aufwendungen im Handel: Deutschland, Jahre,
Aufwendungsarten, Wirtschaftszweige",2005 - 2020
45341-0007,"Bruttoinvestitionen im Handel: Deutschland, Jahre,
Bruttoinvestitionsarten, Wirtschaftszweige",2005 - 2020
45341-0008,"Umsatz im Handel: Deutschland, Jahre, Wirtschaftszweige,
Produkte",2010 - 2020
45341-0050,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftliche Kennzahlen im Einzelhandel:
Deutschland, Jahre, Einzelhandelsbranchen",2015 - 2020
45341-0100,"Verfügbares Einkommen, Umsatz, Arbeitsstätten,
Verkaufsfläche im Einzelhandel (ohne Handel mit
Kraftfahrzeugen): Deutschland, Jahre",2014 - 2019
45341-0101,"Verkaufsfläche im Einzelhandel (ohne Handel mit
Kraftfahrzeugen): Deutschland, Jahre, Wirtschaftszweige",2014 - 2019
45341-0102,"Verfügbares Einkommen, Umsatz, Arbeitsstätten,
Verkaufsfläche im Einzelhandel (ohne Handel mit
Kraftfahrzeugen): Bundesländer, Jahre",2014 - 2019
45341-0103,"Umsatz, Arbeitsstätten, Verkaufsfläche im Einzelhandel
(ohne Handel mit Kraftfahrzeugen): Regierungsbezirke, Jahre",2014 - 2019
45342-0001,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftliche Kennzahlen im Gastgewerbe:
Deutschland, Jahre, Wirtschaftszweige",2005 - 2020
45342-0002,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftl. Kennzahlen im Gastgewerbe: Deutschland,
Jahre, Wirtschaftszweige, Beschäftigtengrößenklassen",2005 - 2020
45342-0003,"Unternehmen, Beschäftigte, Umsatz und weitere betriebs- und
volkswirtschaftl. Kennzahlen im Gastgewerbe: Deutschland,
Jahre, Wirtschaftszweige, Umsatzgrößenklassen",2005 - 2020
45342-0004,"Beschäftigte im Gastgewerbe: Deutschland, Jahre, Stellung im
Beruf, Geschlecht, Wirtschaftszweige",2005 - 2020
