Code,Content,State,Time,LatestUpdate,Information
23131BJ014,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:41:51h,false
23131BJ015,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:34:25h,false
23131BJ016,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:40:14h,false
23131BJ017,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:40:26h,false
23131BJ018,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:29:52h,false
23131BJ019,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:28:52h,false
23131BJ020,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:44:56h,false
23131BJ021,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:53:44h,false
23131BJ022,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:43:03h,false
23131BJ023,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:53:14h,false
23131BJ024,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 10:17:55h,false
23131BJ025,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 08:56:56h,false
23131BJ026,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:16h,false
23131BJ027,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 10:02:17h,false
23131BJ028,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:30:43h,false
23131BJ029,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:12:14h,false
23131BJ030,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Geschlecht, Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:32:13h,false
23131BJ031,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:23:16h,false
23131BJ032,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Geschlecht, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:33:21h,false
23131BJ033,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:23:15h,false
23131BJ034,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:31:16h,false
23131BJ035,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:12:30h,false
23131BJ036,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2000-2017,14.12.2018 09:23:45h,false
23131BJ037,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:30h,false
23131BJ038,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:27h,false
23131BJ039,"Diagnosen der Krankenhauspatienten, Im Geburtsmonat behandelte Neugeborene, Deutschland insgesamt, ICD-10 (Position Q) Hauptdiagnose, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:24h,false
23131BJ040,"Diagnosen der Krankenhauspatienten, Im Geburtsmonat behandelte Neugeborene, Deutschland insgesamt, ICD-10 (Position Q) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:33h,false
23131BJ041,"Diagnosen der Krankenhauspatienten, Im Geburtsmonat behandelte Neugeborene, Deutschland insgesamt, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:20h,false
23131BJ042,"Diagnosen der Krankenhauspatienten, Im Geburtsmonat behandelte Neugeborene, Deutschland insgesamt, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:37h,false
23131BJ043,"Diagnosen der Krankenhauspatienten, Im Geburtsmonat behandelte Neugeborene, Deutschland insgesamt, ICD-10 (Position Q) Hauptdiagnose, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:03:24h,false
23131BJ044,"Diagnosen der Krankenhauspatienten, Im Geburtsmonat behandelte Neugeborene, Deutschland insgesamt, ICD-10 (Position Q) Hauptdiagnose, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:02:43h,false
23131BJ045,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:02:47h,false
23131BJ046,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Geschlecht, Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:04:59h,false
23131BJ047,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:04:56h,false
23131BJ048,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, Geschlecht, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:03:18h,false
23131BJ049,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:03:30h,false
23131BJ050,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:07:47h,false
23131BJ051,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:07:38h,false
23131BJ052,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Fachabteilungen, Jahr",vollständig mit Werten,2018-2022,03.11.2023 09:04:50h,false
23131LJ001,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:09:24h,false
23131LJ002,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, Geschlecht, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:09:15h,false
23131LJ003,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:09:20h,false
23131LJ004,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:05:08h,false
23131LJ005,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (1-Steller) Hauptdiagnose, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:09:29h,false
23131LJ006,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:08:17h,false
23131LJ007,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (1-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:09:11h,false
23131LJ008,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:06:48h,false
23131LJ009,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (2-Steller) Hauptdiagnose, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:19:00h,false
23131LJ010,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:18:31h,false
23131LJ011,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (2-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:17:33h,false
23131LJ012,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 10:32:17h,false
23131LJ013,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (3-Steller) Hauptdiagnose, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:28:32h,false
23131LJ014,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:24:59h,false
23131LJ015,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (3-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 11:01:49h,false
23131LJ016,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Gestorbene Patienten, Durchschn. Verweildauer der gestorbenen Patienten, Berechnungs- und Belegungstage der Patienten, Berechnungs- u.Belegungstage der gestorb.Patienten, Bundesländer, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2000-2022,03.11.2023 11:54:30h,false
23131LJ017,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Bundesländer, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:28:38h,false
23131LJ018,"Diagnosen der Krankenhauspatienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Berechnungs- und Belegungstage der Patienten, Bundesländer, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2000-2022,03.11.2023 09:28:44h,false
23132BJ001,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:31h,false
23132BJ002,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, Geschlecht, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:24h,false
23132BJ003,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:34h,false
23132BJ004,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:28h,false
23132BJ005,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:43h,false
23132BJ006,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:13h,false
23132BJ007,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:17h,false
23132BJ008,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:40h,false
23132BJ009,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:21h,false
23132BJ010,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:11:44h,false
23132BJ011,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:10:57h,false
23132BJ012,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:11:39h,false
23132BJ013,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:11:16h,false
23132BJ014,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:11:54h,false
23132BJ015,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:13:51h,false
23132BJ016,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (3-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:13:03h,false
23132BJ017,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:13:56h,false
23132BJ018,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:13:10h,false
23132BJ019,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:14:21h,false
23132BJ020,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (1-Steller) Hauptdiagnose, Geschlecht, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:27:40h,false
23132BJ021,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:26:59h,false
23132BJ022,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Geschlecht, Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:22:36h,false
23132BJ023,"Diagnosen der Vorsorge- oder Reha.einr.patienten, Entlassene Patienten, Durchschnittliche Verweildauer der Patienten, Deutschland insgesamt, ICD-10 (2-Steller) Hauptdiagnose, Altersgruppen (u1-95m), Wohnort des Patienten, Jahr",vollständig mit Werten,2003-2022,03.11.2023 08:22:15h,false
